"Thu Mar 13 12:59:26 2025",55,0
"Thu Mar 13 12:59:42 2025",100,0
"Thu Mar 13 13:05:19 2025",60,0
"Thu Mar 13 13:05:30 2025",55,0
"Thu Mar 13 13:05:43 2025",115,0
"Thu Mar 13 13:05:49 2025",50,0
"Thu Mar 13 13:07:14 2025",85,0
"Thu Mar 13 13:07:21 2025",65,0
"Thu Mar 13 13:07:47 2025",70,0
"Thu Mar 13 13:09:11 2025",90,0
